Ds	data
8/13/2011	6.720
8/14/2011	6.753
8/15/2011	7.027
8/16/2011	7.161
8/17/2011	7.231
8/18/2011	7.094
8/19/2011	7.261
8/20/2011	6.822
8/21/2011	6.876
8/22/2011	7.257
8/23/2011	7.230
8/24/2011	7.223
8/25/2011	7.278
8/26/2011	7.200
8/27/2011	7.197
8/28/2011	6.944
8/29/2011	7.164
8/30/2011	7.307
8/31/2011	7.246
9/1/2011	7.272
9/3/2011	6.867
9/4/2011	6.845
9/5/2011	7.027
9/6/2011	7.228
9/7/2011	7.221
9/8/2011	7.242
9/9/2011	7.307
9/10/2011	6.957
9/11/2011	6.825
9/12/2011	7.087
9/13/2011	7.183
9/14/2011	7.158
9/15/2011	7.258
9/16/2011	7.146
9/17/2011	7.005
9/18/2011	6.807
9/19/2011	7.228
9/20/2011	7.194
9/21/2011	7.157
9/22/2011	7.279
9/23/2011	7.174
9/24/2011	7.084
9/25/2011	6.861
9/26/2011	7.178
9/27/2011	7.235
9/28/2011	7.200
9/29/2011	7.283
9/30/2011	7.259
10/1/2011	7.036
10/2/2011	6.929
10/3/2011	7.315
10/4/2011	7.475
10/5/2011	7.408
10/6/2011	7.305
10/7/2011	7.296
10/8/2011	7.062
10/9/2011	7.014
10/10/2011	7.241
10/11/2011	7.370
10/12/2011	7.363
10/13/2011	7.448
10/14/2011	7.473
10/15/2011	7.016
10/16/2011	6.906
10/17/2011	7.337
10/18/2011	7.364
10/19/2011	7.352
10/21/2011	7.267
10/22/2011	6.882
10/23/2011	6.927
10/24/2011	7.244
10/25/2011	7.258
10/26/2011	7.424
10/27/2011	7.421
10/28/2011	7.293
10/29/2011	6.911
10/30/2011	6.988
10/31/2011	7.302
11/1/2011	7.394
11/2/2011	7.515
11/3/2011	7.432
11/4/2011	7.360
11/5/2011	6.945
11/6/2011	7.048
11/7/2011	7.383
11/8/2011	7.467
11/9/2011	7.464
11/10/2011	7.499
11/11/2011	7.353
11/12/2011	6.987
11/13/2011	7.089
11/14/2011	7.410
11/15/2011	7.476
11/16/2011	7.501
11/17/2011	7.485
11/18/2011	7.325
11/19/2011	7.104
11/20/2011	6.985
11/21/2011	7.358
11/22/2011	7.454
11/23/2011	7.380
11/24/2011	7.283
11/25/2011	7.165
11/26/2011	7.009
11/27/2011	7.034
11/28/2011	7.485
11/29/2011	7.503
11/30/2011	7.402
12/1/2011	7.466
12/2/2011	7.340
12/3/2011	7.093
12/4/2011	7.081
12/5/2011	7.438
12/6/2011	7.378
12/7/2011	7.459
12/8/2011	7.418
12/9/2011	7.299
12/10/2011	7.590
12/11/2011	7.240
12/12/2011	7.343
12/13/2011	7.421
12/14/2011	7.399
12/15/2011	7.412
12/16/2011	7.299
12/17/2011	6.934
12/18/2011	6.894
12/19/2011	7.260
12/20/2011	7.239
12/21/2011	7.251
12/22/2011	7.190
12/23/2011	4.078
12/26/2011	6.094
12/27/2011	7.069
12/28/2011	7.184
12/29/2011	7.143
12/30/2011	6.926
12/31/2011	6.725
1/1/2012	6.676
1/2/2012	7.194
1/3/2012	7.363
1/4/2012	7.397
1/5/2012	7.375
1/6/2012	7.247
1/7/2012	7.010
1/8/2012	7.073
1/9/2012	7.438
1/10/2012	7.563
1/11/2012	7.583
1/12/2012	7.500
1/13/2012	7.489
1/14/2012	7.268
1/15/2012	7.096
1/16/2012	7.344
1/17/2012	7.453
1/18/2012	7.511
1/19/2012	7.519
1/20/2012	7.448
1/21/2012	7.105
1/22/2012	7.123
1/23/2012	7.402
1/24/2012	7.492
1/25/2012	7.587
1/26/2012	7.542
1/27/2012	7.382
1/28/2012	7.062
1/29/2012	7.103
1/30/2012	7.421
1/31/2012	7.449
2/1/2012	7.456
2/2/2012	7.592
2/3/2012	7.421
2/4/2012	7.097
2/5/2012	7.126
2/6/2012	7.489
2/7/2012	7.637
2/8/2012	7.615
2/9/2012	7.556
2/10/2012	7.497
2/11/2012	7.067
2/12/2012	7.037
2/13/2012	7.457
2/14/2012	7.553
2/15/2012	7.524
2/16/2012	7.580
2/17/2012	7.526
2/18/2012	7.064
2/19/2012	7.118
2/20/2012	7.410
2/21/2012	7.488
2/22/2012	7.498
2/23/2012	7.508
2/24/2012	7.375
2/25/2012	6.996
2/26/2012	7.044
2/27/2012	7.475
2/28/2012	7.528
2/29/2012	7.536
3/1/2012	7.503
3/2/2012	7.436
3/3/2012	6.987
3/4/2012	7.034
3/5/2012	7.400
3/6/2012	7.487
3/7/2012	7.528
3/8/2012	7.423
3/9/2012	7.414
3/10/2012	7.053
3/11/2012	7.059
3/12/2012	7.482
3/13/2012	7.494
3/14/2012	7.432
3/15/2012	7.425
3/16/2012	7.305
3/17/2012	7.005
3/18/2012	6.969
3/19/2012	7.439
3/20/2012	7.390
3/21/2012	7.421
3/22/2012	7.350
3/23/2012	7.260
3/24/2012	6.806
3/25/2012	6.912
3/26/2012	7.372
3/27/2012	7.386
3/28/2012	7.439
3/29/2012	7.358
3/30/2012	7.360
3/31/2012	7.025
4/1/2012	7.004
4/2/2012	7.366
4/3/2012	7.455
4/4/2012	7.391
4/5/2012	7.350
4/6/2012	7.164
4/7/2012	6.844
4/8/2012	6.998
4/9/2012	7.218
4/10/2012	7.456
4/11/2012	7.394
4/12/2012	7.400
4/13/2012	7.385
4/14/2012	6.913
4/15/2012	6.995
4/16/2012	7.377
4/17/2012	7.414
4/18/2012	7.453
4/19/2012	7.430
4/20/2012	7.468
4/21/2012	7.123
4/22/2012	7.006
4/23/2012	7.464
4/24/2012	7.411
4/25/2012	7.356
4/26/2012	7.451
4/27/2012	7.305
4/28/2012	6.892
4/29/2012	6.986
5/1/2012	7.301
5/2/2012	7.435
5/3/2012	7.382
5/4/2012	7.304
5/5/2012	6.939
5/6/2012	6.927
5/7/2012	7.401
5/8/2012	7.402
5/9/2012	7.468
5/10/2012	7.404
5/11/2012	7.373
5/12/2012	6.968
5/13/2012	6.900
5/14/2012	7.367
5/15/2012	7.479
5/16/2012	7.435
5/17/2012	7.382
5/18/2012	7.302
5/19/2012	6.847
5/20/2012	6.990
5/21/2012	7.326
5/22/2012	7.399
5/23/2012	7.517
5/24/2012	7.532
5/25/2012	7.340
5/26/2012	7.168
5/27/2012	7.079
5/28/2012	7.225
5/29/2012	7.457
5/30/2012	7.433
5/31/2012	7.406
6/1/2012	7.321
6/2/2012	7.038
6/3/2012	6.983
6/4/2012	7.407
6/5/2012	7.614
6/6/2012	7.509
6/7/2012	7.455
6/8/2012	7.403
6/9/2012	6.965
6/10/2012	7.075
6/11/2012	7.456
6/12/2012	7.551
6/13/2012	7.489
6/14/2012	7.543
6/15/2012	7.722
6/16/2012	6.988
6/17/2012	7.009
6/18/2012	7.405
6/19/2012	7.449
6/20/2012	7.437
6/21/2012	7.476
6/22/2012	7.376
6/23/2012	6.989
6/24/2012	7.009
6/25/2012	7.393
6/26/2012	7.457
6/27/2012	7.476
6/28/2012	7.443
6/29/2012	7.354
6/30/2012	6.877
7/1/2012	7.070
7/2/2012	7.324
7/3/2012	7.410
7/4/2012	7.326
7/5/2012	7.473
7/6/2012	7.540
7/7/2012	7.126
7/8/2012	6.997
7/9/2012	7.535
7/10/2012	7.519
7/11/2012	7.498
7/12/2012	7.512
7/13/2012	7.399
7/14/2012	7.053
7/15/2012	6.971
7/16/2012	7.433
7/17/2012	7.521
7/18/2012	7.545
7/19/2012	7.463
7/20/2012	7.402
7/21/2012	7.056
7/22/2012	6.961
7/23/2012	7.407
7/24/2012	7.518
7/25/2012	7.571
7/26/2012	7.559
7/27/2012	7.400
7/28/2012	6.859
7/29/2012	6.968
7/30/2012	7.362
7/31/2012	7.473
8/1/2012	7.429
8/2/2012	7.372
8/3/2012	7.334
8/4/2012	6.852
8/5/2012	6.938
8/6/2012	7.283
8/7/2012	7.379
8/8/2012	7.454
8/9/2012	7.442
8/10/2012	7.292
8/11/2012	7.018
8/12/2012	6.943
8/13/2012	7.435
8/14/2012	7.475
8/15/2012	7.365
8/16/2012	7.398
8/17/2012	7.352
8/18/2012	6.932
8/19/2012	6.949
8/20/2012	7.497
8/21/2012	7.534
8/22/2012	7.494
8/23/2012	7.482
8/24/2012	7.433
8/25/2012	7.066
8/26/2012	6.982
8/27/2012	7.529
8/28/2012	7.602
8/29/2012	7.511
8/30/2012	7.502
8/31/2012	7.346
9/1/2012	7.044
9/2/2012	7.247
9/3/2012	7.536
9/4/2012	7.705
9/5/2012	7.699
9/6/2012	7.658
9/7/2012	7.606
9/8/2012	7.184
9/9/2012	7.234
9/10/2012	7.661
9/11/2012	7.796
9/12/2012	7.687
9/13/2012	7.712
9/14/2012	7.560
9/15/2012	7.185
9/16/2012	7.136
9/17/2012	7.571
9/18/2012	7.631
9/19/2012	7.653
9/20/2012	7.663
9/21/2012	7.597
9/22/2012	7.128
9/23/2012	7.302
9/24/2012	7.775
9/25/2012	7.756
9/26/2012	7.731
9/27/2012	7.794
9/28/2012	7.692
9/29/2012	7.352
9/30/2012	7.554
10/1/2012	7.853
10/2/2012	7.688
10/3/2012	7.705
10/4/2012	7.698
10/5/2012	7.593
10/6/2012	7.242
10/7/2012	7.263
10/8/2012	7.629
10/9/2012	7.741
10/10/2012	7.699
10/11/2012	7.775
10/12/2012	7.571
10/13/2012	7.225
10/14/2012	7.203
10/15/2012	7.767
10/16/2012	7.789
10/17/2012	7.750
10/18/2012	7.717
10/19/2012	7.648
10/20/2012	7.233
10/21/2012	7.452
10/22/2012	7.708
10/23/2012	7.764
10/24/2012	7.818
10/25/2012	7.751
10/26/2012	7.653
10/27/2012	7.236
10/28/2012	7.331
10/29/2012	7.641
10/30/2012	7.711
10/31/2012	7.674
11/1/2012	7.614
11/2/2012	7.497
11/3/2012	7.250
11/4/2012	7.311
11/5/2012	7.661
11/6/2012	7.718
11/7/2012	7.620
11/8/2012	7.701
11/9/2012	7.709
11/10/2012	7.292
11/11/2012	7.242
11/12/2012	7.665
11/13/2012	7.675
11/14/2012	7.690
11/15/2012	7.698
11/16/2012	7.559
11/17/2012	7.288
11/18/2012	7.207
11/19/2012	7.644
11/20/2012	7.679
11/21/2012	7.571
11/22/2012	7.484
11/23/2012	7.529
11/24/2012	7.258
11/25/2012	7.267
11/26/2012	7.647
11/27/2012	7.745
11/28/2012	7.647
11/29/2012	7.764
11/30/2012	7.572
12/1/2012	7.254
12/2/2012	7.253
12/3/2012	7.657
12/4/2012	7.702
12/5/2012	8.037
12/6/2012	8.241
12/7/2012	7.834
12/8/2012	7.352
12/9/2012	7.374
12/10/2012	7.722
12/11/2012	7.749
12/12/2012	7.731
12/13/2012	7.691
12/14/2012	7.616
12/15/2012	7.323
12/16/2012	7.360
12/17/2012	7.733
12/18/2012	7.683
12/19/2012	7.716
12/20/2012	7.710
12/21/2012	7.532
12/22/2012	7.209
12/23/2012	7.202
12/24/2012	7.203
12/25/2012	7.134
12/26/2012	7.338
12/27/2012	7.385
12/28/2012	7.368
12/29/2012	7.172
12/30/2012	7.223
12/31/2012	7.238
1/1/2013	7.149
1/2/2013	7.817
1/3/2013	7.882
1/4/2013	7.828
1/5/2013	7.572
1/6/2013	7.582
1/7/2013	7.991
1/8/2013	8.143
1/9/2013	8.140
1/10/2013	8.067
1/11/2013	7.822
1/12/2013	7.437
1/13/2013	7.386
1/14/2013	7.875
1/15/2013	7.915
1/16/2013	7.892
1/17/2013	7.923
1/18/2013	7.796
1/19/2013	7.391
1/20/2013	7.523
1/21/2013	7.891
1/22/2013	7.982
1/23/2013	7.954
1/24/2013	7.939
1/25/2013	7.935
1/26/2013	7.494
1/27/2013	7.514
1/28/2013	7.902
1/29/2013	7.927
1/30/2013	7.983
1/31/2013	7.891
2/1/2013	7.842
2/2/2013	7.446
2/3/2013	7.492
2/4/2013	7.882
2/5/2013	7.894
2/6/2013	7.936
2/7/2013	7.882
2/8/2013	7.830
2/9/2013	7.405
2/10/2013	7.381
2/11/2013	7.807
2/12/2013	7.918
2/13/2013	7.800
2/14/2013	7.789
2/15/2013	7.800
2/16/2013	7.469
2/17/2013	7.441
2/18/2013	7.742
2/19/2013	7.822
2/20/2013	7.895
2/21/2013	7.849
2/22/2013	7.717
2/23/2013	7.405
2/24/2013	7.436
2/25/2013	7.792
2/26/2013	7.839
2/27/2013	7.907
2/28/2013	7.894
3/1/2013	7.854
3/2/2013	7.469
3/3/2013	7.457
3/4/2013	7.853
3/5/2013	7.871
3/6/2013	7.847
3/7/2013	7.833
3/8/2013	7.732
3/9/2013	7.387
3/10/2013	7.413
3/11/2013	7.796
3/12/2013	7.913
3/13/2013	7.787
3/14/2013	7.873
3/15/2013	7.813
3/16/2013	7.428
3/17/2013	7.408
3/18/2013	7.808
3/19/2013	7.785
3/20/2013	7.877
3/21/2013	7.825
3/22/2013	7.698
3/23/2013	7.430
3/24/2013	7.460
3/25/2013	7.804
3/26/2013	7.838
3/27/2013	7.742
3/28/2013	7.789
3/29/2013	7.577
3/30/2013	7.274
3/31/2013	7.382
4/1/2013	7.618
4/2/2013	7.774
4/3/2013	7.850
4/4/2013	7.755
4/5/2013	7.814
4/6/2013	7.270
4/7/2013	7.332
4/8/2013	7.769
4/9/2013	7.776
4/10/2013	7.673
4/11/2013	7.741
4/12/2013	7.591
4/13/2013	7.180
4/14/2013	7.282
4/15/2013	7.739
4/16/2013	7.851
4/17/2013	7.712
4/18/2013	7.636
4/19/2013	7.585
4/20/2013	7.127
4/21/2013	7.300
4/22/2013	7.714
4/23/2013	7.760
4/24/2013	7.772
4/25/2013	7.748
4/26/2013	7.632
4/27/2013	7.241
4/28/2013	7.262
4/29/2013	7.732
4/30/2013	7.694
5/1/2013	7.537
5/2/2013	7.684
5/3/2013	7.595
5/4/2013	7.142
5/5/2013	7.232
5/6/2013	7.591
5/7/2013	7.626
5/8/2013	7.647
5/9/2013	7.566
5/10/2013	7.529
5/11/2013	7.138
5/12/2013	7.199
5/13/2013	7.685
5/14/2013	7.660
5/15/2013	7.682
5/16/2013	7.706
5/17/2013	7.541
5/18/2013	7.144
5/19/2013	7.202
5/20/2013	7.543
5/21/2013	7.685
5/22/2013	7.742
5/23/2013	7.693
5/24/2013	7.519
5/25/2013	7.091
5/26/2013	7.124
5/27/2013	7.455
5/28/2013	7.693
5/29/2013	7.708
5/30/2013	7.639
5/31/2013	7.555
6/1/2013	7.152
6/2/2013	7.093
6/3/2013	7.672
6/4/2013	7.680
6/5/2013	7.656
6/6/2013	7.683
6/7/2013	7.595
6/8/2013	7.063
6/9/2013	7.179
6/10/2013	7.643
6/11/2013	7.684
6/12/2013	7.773
6/13/2013	7.641
6/14/2013	7.559
6/15/2013	7.123
6/16/2013	7.201
6/17/2013	7.722
6/18/2013	7.740
6/19/2013	7.697
6/20/2013	7.649
6/21/2013	7.547
6/22/2013	7.037
6/23/2013	7.137
6/24/2013	7.635
6/25/2013	7.723
6/26/2013	7.690
6/27/2013	7.700
6/28/2013	7.496
6/29/2013	7.074
6/30/2013	7.128
7/1/2013	7.602
7/2/2013	7.716
7/3/2013	7.612
7/4/2013	7.477
7/5/2013	7.356
7/6/2013	7.064
7/7/2013	7.100
7/8/2013	7.576
7/9/2013	7.738
7/10/2013	7.631
7/11/2013	7.642
7/12/2013	7.529
7/13/2013	6.999
7/14/2013	7.183
7/15/2013	7.654
7/16/2013	7.602
7/17/2013	7.670
7/18/2013	7.594
7/19/2013	7.445
7/20/2013	7.095
7/21/2013	7.010
7/22/2013	7.533
7/24/2013	6.657
7/25/2013	7.473
7/26/2013	7.430
7/27/2013	6.916
7/28/2013	6.986
7/29/2013	7.476
7/30/2013	7.532
7/31/2013	7.465
8/1/2013	7.471
8/2/2013	7.528
8/3/2013	7.139
8/4/2013	7.061
8/5/2013	7.416
8/6/2013	7.440
8/7/2013	7.525
8/8/2013	7.399
8/9/2013	7.475
8/10/2013	6.960
8/11/2013	7.015
8/12/2013	7.442
8/13/2013	7.513
8/14/2013	7.463
8/15/2013	7.338
8/16/2013	7.430
8/17/2013	7.005
8/18/2013	7.053
8/19/2013	7.447
8/20/2013	7.434
8/21/2013	7.502
8/22/2013	7.485
8/23/2013	7.402
8/24/2013	6.974
8/25/2013	6.987
8/26/2013	7.515
8/27/2013	7.543
8/28/2013	7.570
8/29/2013	7.552
8/30/2013	7.470
8/31/2013	7.034
9/1/2013	6.984
9/2/2013	7.358
9/3/2013	7.532
9/4/2013	7.596
9/5/2013	7.571
9/6/2013	7.524
9/7/2013	6.982
9/8/2013	7.040
9/9/2013	7.528
9/10/2013	7.628
9/11/2013	7.569
9/12/2013	7.613
9/13/2013	7.615
9/14/2013	7.119
9/15/2013	7.180
9/16/2013	7.598
9/17/2013	7.617
9/18/2013	7.632
9/19/2013	7.766
9/20/2013	7.643
9/21/2013	7.215
9/22/2013	7.283
9/23/2013	7.883
9/24/2013	7.913
9/25/2013	7.906
9/26/2013	7.905
9/27/2013	7.830
9/28/2013	7.443
9/29/2013	7.656
9/30/2013	8.051
10/1/2013	7.873
10/2/2013	7.667
10/3/2013	7.654
10/4/2013	7.553
10/5/2013	7.241
10/6/2013	7.227
10/7/2013	7.606
10/8/2013	7.649
10/9/2013	7.650
10/10/2013	7.637
10/11/2013	7.498
10/12/2013	7.081
10/13/2013	7.102
10/14/2013	7.461
10/15/2013	7.537
10/16/2013	7.520
10/17/2013	7.547
10/18/2013	7.462
10/19/2013	7.012
10/20/2013	7.505
10/21/2013	7.546
10/22/2013	7.608
10/23/2013	7.581
10/24/2013	7.594
10/25/2013	7.506
10/26/2013	7.005
10/27/2013	7.087
10/28/2013	7.552
10/29/2013	7.591
10/30/2013	7.563
10/31/2013	7.503
11/1/2013	7.402
11/2/2013	7.013
11/3/2013	6.982
11/4/2013	7.479
11/5/2013	7.620
11/6/2013	7.681
11/7/2013	7.521
11/8/2013	7.470
11/9/2013	7.122
11/10/2013	7.148
11/11/2013	7.534
11/12/2013	7.604
11/13/2013	7.616
11/14/2013	7.639
11/15/2013	7.570
11/16/2013	7.202
11/17/2013	7.338
11/18/2013	7.583
11/19/2013	7.573
11/20/2013	7.567
11/21/2013	7.635
11/22/2013	7.561
11/23/2013	7.194
11/24/2013	7.179
11/25/2013	7.596
11/26/2013	7.631
11/27/2013	7.569
11/28/2013	7.513
11/29/2013	7.602
11/30/2013	7.326
12/1/2013	7.307
12/2/2013	7.619
12/3/2013	7.655
12/4/2013	7.804
12/5/2013	7.681
12/6/2013	7.679
12/7/2013	7.349
12/8/2013	7.336
12/9/2013	7.667
12/10/2013	7.736
12/11/2013	7.757
12/12/2013	7.662
12/13/2013	7.604
12/14/2013	7.323
12/15/2013	7.200
12/16/2013	7.657
12/17/2013	7.731
12/18/2013	7.635
12/19/2013	7.575
12/20/2013	7.394
12/21/2013	7.090
12/22/2013	6.982
12/23/2013	7.332
12/24/2013	7.181
12/25/2013	7.041
12/26/2013	7.321
12/27/2013	7.279
12/28/2013	7.038
12/29/2013	7.005
12/30/2013	7.343
12/31/2013	7.226
1/1/2014	6.919
1/2/2014	7.476
1/3/2014	7.515
1/4/2014	7.140
1/5/2014	5.398
1/7/2014	7.988
1/8/2014	7.983
1/9/2014	7.883
1/10/2014	7.857
1/11/2014	7.562
1/12/2014	7.737
1/13/2014	7.941
1/14/2014	7.924
1/15/2014	7.894
1/16/2014	7.914
1/17/2014	7.809
1/18/2014	7.334
1/19/2014	7.357
1/20/2014	7.765
1/21/2014	7.844
1/22/2014	7.897
1/23/2014	7.899
1/24/2014	7.809
1/25/2014	7.343
1/26/2014	7.365
1/27/2014	7.877
1/28/2014	7.895
1/29/2014	7.904
1/30/2014	7.841
1/31/2014	7.738
2/1/2014	7.438
2/2/2014	7.539
2/3/2014	7.840
2/4/2014	7.900
2/5/2014	7.918
2/6/2014	7.883
2/7/2014	7.824
2/8/2014	7.347
2/9/2014	7.485
2/10/2014	7.828
2/11/2014	7.899
2/12/2014	7.869
2/13/2014	7.842
2/14/2014	7.669
2/15/2014	7.304
2/16/2014	7.366
2/17/2014	7.788
2/18/2014	7.813
2/19/2014	7.812
2/20/2014	7.871
2/21/2014	7.762
2/22/2014	7.356
2/23/2014	7.303
2/24/2014	7.809
2/25/2014	7.905
2/26/2014	7.845
2/27/2014	7.865
2/28/2014	7.763
3/1/2014	7.388
3/2/2014	7.340
3/3/2014	7.815
3/4/2014	7.806
3/5/2014	7.920
3/6/2014	7.864
3/7/2014	7.810
3/8/2014	7.369
3/9/2014	7.384
3/10/2014	7.826
3/11/2014	7.855
3/12/2014	7.869
3/13/2014	7.836
3/14/2014	7.742
3/15/2014	7.345
3/16/2014	7.386
3/17/2014	7.804
3/18/2014	7.861
3/19/2014	7.883
3/20/2014	7.882
3/21/2014	7.771
3/22/2014	7.334
3/23/2014	7.400
3/24/2014	7.950
3/25/2014	8.009
3/26/2014	7.899
3/27/2014	7.838
3/28/2014	7.798
3/29/2014	7.315
3/30/2014	7.332
3/31/2014	7.758
4/1/2014	7.826
4/2/2014	7.899
4/3/2014	7.900
4/4/2014	7.818
4/5/2014	7.390
4/6/2014	7.368
4/7/2014	7.940
4/8/2014	8.055
4/9/2014	7.963
4/10/2014	7.997
4/11/2014	7.871
4/12/2014	7.543
4/13/2014	7.755
4/14/2014	7.989
4/15/2014	7.937
4/16/2014	7.864
4/17/2014	7.807
4/18/2014	7.545
4/19/2014	7.335
4/20/2014	7.298
4/21/2014	7.619
4/22/2014	7.803
4/23/2014	7.829
4/24/2014	7.772
4/25/2014	7.758
4/26/2014	7.330
4/27/2014	7.335
4/28/2014	7.770
4/29/2014	7.819
4/30/2014	7.944
5/1/2014	7.699
5/2/2014	7.733
5/3/2014	7.356
5/4/2014	7.471
5/5/2014	7.763
5/6/2014	7.984
5/7/2014	7.898
5/8/2014	7.893
5/9/2014	7.822
5/10/2014	7.506
5/11/2014	7.726
5/12/2014	7.927
5/13/2014	7.922
5/14/2014	7.898
5/15/2014	7.877
5/16/2014	7.693
5/17/2014	7.227
5/18/2014	7.332
5/19/2014	7.740
5/20/2014	7.773
5/21/2014	7.867
5/22/2014	7.933
5/23/2014	7.836
5/24/2014	7.306
5/25/2014	7.378
5/26/2014	7.667
5/27/2014	7.832
5/28/2014	7.889
5/29/2014	7.802
5/30/2014	7.719
5/31/2014	7.265
6/1/2014	7.318
6/2/2014	7.806
6/3/2014	7.960
6/4/2014	7.924
6/5/2014	7.892
6/6/2014	7.848
6/7/2014	7.429
6/8/2014	7.676
6/9/2014	7.873
6/10/2014	7.897
6/11/2014	7.846
6/12/2014	7.854
6/13/2014	7.680
6/14/2014	7.222
6/15/2014	7.205
6/16/2014	7.762
6/17/2014	7.824
6/18/2014	7.918
6/19/2014	7.812
6/20/2014	7.670
6/21/2014	7.257
6/22/2014	7.175
6/23/2014	7.761
6/24/2014	7.796
6/25/2014	7.994
6/26/2014	7.813
6/27/2014	7.789
6/28/2014	7.294
6/29/2014	7.524
6/30/2014	7.894
7/1/2014	7.814
7/2/2014	7.854
7/3/2014	7.916
7/4/2014	7.656
7/5/2014	7.158
7/6/2014	7.272
7/7/2014	7.866
7/8/2014	8.026
7/9/2014	7.929
7/10/2014	7.921
7/11/2014	7.892
7/12/2014	7.507
7/13/2014	7.573
7/14/2014	7.983
7/15/2014	8.000
7/16/2014	7.894
7/17/2014	7.924
7/18/2014	7.775
7/19/2014	7.226
7/20/2014	7.320
7/21/2014	7.863
7/22/2014	7.816
7/23/2014	7.809
7/24/2014	7.826
7/25/2014	7.693
7/26/2014	8.462
7/27/2014	7.239
7/28/2014	7.813
7/29/2014	7.806
7/30/2014	7.789
7/31/2014	7.742
8/1/2014	7.660
8/2/2014	7.302
8/3/2014	7.206
8/4/2014	7.788
8/5/2014	7.918
8/6/2014	7.884
8/7/2014	7.952
8/8/2014	7.897
8/9/2014	7.559
8/10/2014	7.703
8/11/2014	7.981
8/12/2014	7.914
8/13/2014	7.969
8/14/2014	7.896
8/15/2014	7.782
8/16/2014	7.241
8/17/2014	7.320
8/18/2014	7.796
8/19/2014	7.861
8/20/2014	7.857
8/21/2014	7.833
8/22/2014	7.736
8/23/2014	7.321
8/24/2014	7.300
8/25/2014	7.900
8/26/2014	7.946
8/27/2014	7.784
8/29/2014	7.787
8/30/2014	7.365
8/31/2014	7.333
9/1/2014	7.754
9/2/2014	8.022
9/3/2014	8.083
9/4/2014	8.046
9/5/2014	8.067
9/6/2014	7.675
9/7/2014	7.840
9/8/2014	8.160
9/9/2014	8.163
9/10/2014	8.178
9/11/2014	8.233
9/12/2014	8.087
9/13/2014	7.770
9/14/2014	7.699
9/15/2014	8.138
9/16/2014	8.171
9/17/2014	8.185
9/18/2014	8.152
9/19/2014	8.153
9/20/2014	7.485
9/21/2014	7.536
9/22/2014	7.982
9/23/2014	8.063
9/24/2014	8.081
9/25/2014	8.010
9/26/2014	7.829
9/27/2014	7.307
9/28/2014	7.452
9/29/2014	7.914
9/30/2014	7.923
10/1/2014	7.902
10/2/2014	7.916
10/3/2014	7.788
10/4/2014	7.319
10/5/2014	7.392
10/6/2014	7.876
10/7/2014	7.991
10/8/2014	8.103
10/9/2014	8.031
10/10/2014	7.967
10/11/2014	7.845
10/12/2014	7.676
10/13/2014	8.019
10/14/2014	8.107
10/15/2014	7.962
10/16/2014	7.863
10/17/2014	7.784
10/18/2014	7.324
10/19/2014	7.349
10/20/2014	7.868
10/21/2014	7.867
10/22/2014	7.847
10/23/2014	7.787
10/24/2014	7.746
10/25/2014	7.305
10/26/2014	7.373
10/27/2014	7.809
10/28/2014	7.865
10/29/2014	7.924
10/30/2014	7.847
10/31/2014	7.727
11/1/2014	7.310
11/2/2014	7.306
11/3/2014	7.891
11/4/2014	7.924
11/5/2014	7.962
11/6/2014	7.942
11/7/2014	7.818
11/8/2014	7.444
11/9/2014	7.548
11/10/2014	7.932
11/11/2014	7.995
11/12/2014	7.916
11/13/2014	7.933
11/14/2014	7.820
11/15/2014	7.503
11/16/2014	7.682
11/17/2014	8.179
11/18/2014	8.027
11/19/2014	7.902
11/20/2014	7.966
11/21/2014	8.031
11/22/2014	7.402
11/23/2014	7.452
11/24/2014	7.971
11/25/2014	8.006
11/26/2014	7.926
11/27/2014	7.687
11/28/2014	7.698
11/29/2014	7.372
11/30/2014	7.144
12/1/2014	8.007
12/2/2014	8.061
12/3/2014	8.075
12/4/2014	8.043
12/5/2014	7.895
12/6/2014	8.928
12/7/2014	7.671
12/8/2014	8.041
12/9/2014	7.995
12/10/2014	7.909
12/11/2014	7.916
12/12/2014	7.796
12/13/2014	7.225
12/14/2014	7.276
12/15/2014	7.793
12/16/2014	7.796
12/17/2014	7.812
12/18/2014	7.933
12/19/2014	7.643
12/20/2014	7.356
12/21/2014	7.320
12/22/2014	7.756
12/23/2014	7.591
12/24/2014	7.290
12/25/2014	6.962
12/26/2014	7.157
12/27/2014	7.046
12/28/2014	7.270
12/29/2014	7.535
12/30/2014	7.582
12/31/2014	7.292
1/1/2015	7.004
1/2/2015	7.417
1/3/2015	7.236
1/4/2015	7.326
1/5/2015	7.931
1/6/2015	8.079
1/7/2015	8.036
1/8/2015	8.025
1/9/2015	7.949
1/10/2015	7.500
1/11/2015	7.687
1/12/2015	8.105
1/13/2015	8.165
1/14/2015	8.067
1/15/2015	8.073
1/16/2015	7.937
1/17/2015	7.330
1/18/2015	7.417
1/19/2015	8.106
1/20/2015	8.134
1/21/2015	8.097
1/22/2015	8.068
1/23/2015	8.164
1/24/2015	7.703
1/25/2015	7.759
1/26/2015	8.202
1/27/2015	8.329
1/28/2015	8.180
1/29/2015	8.084
1/30/2015	8.008
1/31/2015	7.172
2/1/2015	7.382
2/2/2015	8.069
2/3/2015	8.139
2/4/2015	8.136
2/6/2015	8.019
2/7/2015	7.592
2/8/2015	7.798
2/9/2015	8.121
2/10/2015	8.123
2/11/2015	8.106
2/12/2015	8.148
2/13/2015	7.940
